gene	P4	P5	P6	P7	P8	P9	P10	PE Fitness	PE vs. Cell Culture Differential Fitness	PE p-value	PE Composite Score	Liver Fitness	Liver vs. Cell Culture Differential Fitness	Liver p-value	Liver Composite Score	Spleen Fitness	Spleen vs. Cell Culture Differential Fitness	Spleen p-value	Spleen Composite Score	Lung Fitness	Lung vs. Cell Culture Differential Fitness	Lung p-value	Lung Composite Score
TGGT1_409050	1.65231488559004	1.66936144937816	1.63176091441997	1.67581613425909	1.67301985976947	1.59065106249287	1.53778187719088	1.55993240648088	-0.200173082725188	0.0001847479263485	-0.747330276086439	1.35213185312124	-0.217054905656725	0.213158592071327	-0.145708341073676	1.25625557000914	-0.183076662705445	0.424008935252858	-0.0682189398492999	1.53145497267992	-0.114286977593783	0.487308650337888	-0.0356799234601645
TGGT1_276200	0.147291161537177	0.0416533938351066	0.185873515654806	0.10969816162417	0.14874799704176	0.125007406095307	0.157922002563106	-0.0279769966087103	-0.280005590344675	0.0021711696373784	-0.745740636843516	-0.69003610292814	-0.698058534376508	0.0021380950798045	-1.86379742935031	-1.30244933338267	-1.19947203203741	0.0006742775269994	-3.80371930604493	-1.10230085550428	-1.37522491831212	7.79E-05	-5.65042951968677
TGGT1_233960	-1.51192242852758	-1.64999175816718	-1.60595410671679	-1.61768119409566	-1.56189946405724	-1.76037158557114	-1.44420330381028	-1.90342143731176	-0.280102718012627	0.002224771549652	-0.743032563370374	-1.88614439557888	0.231760945783162	0.156872041223181	0.186441124719018	-2.77608199282473	-0.365974970889653	0.129636836785422	-0.324719188667045	-2.59320610547301	-0.71618856815919	0.0323146457008967	-1.06755111036931
TGGT1_295130	-1.80470333783812	-1.84329145459506	-2.05532075449895	-2.11845326370546	-2.01929614012944	-2.11339105427611	-2.09720020526879	-2.12958567252998	-0.209435521646207	0.00028416691591	-0.742747681103495	-2.30706255168743	-0.364333965670474	0.0267577506451063	-0.572933522632804	-3.74254942278985	-1.22758858003988	0.0001672877559918	-4.63603227476026	-2.84016065774641	-0.460808259746106	0.0156759056144507	-0.831651706453641
TGGT1_291950	-5.18149610777713	-6.90925514802226	-6.2328331990264	-7.08548343693604	-6.5827008521233	-7.43565565381113	-6.14323987374711	-6.94044980717388	-0.322978606279687	0.0050878343455269	-0.740740787254172	-7.67289343111043	-0.632229030428918	0.0064641020497412	-1.3842602752588	-8.72684993433062	-0.587427466272507	0.130847459236427	-0.518836325448944	-7.9176128171926	-0.952910734637067	0.0042165382755862	-2.26320487806278
TGGT1_312280	-4.55631148163103	-5.52208238982319	-5.63235688508194	-5.51596546842445	-5.73496610574534	-5.55370250533622	-5.80045630386804	-6.11767443662964	-0.33458291430627	0.0061210692631989	-0.740489773902417	-6.73690453756515	-0.692463652597384	0.0019035233925453	-1.8838070528612	-6.65376981248017	-0.0256087114843012	0.92544946547484	-0.0008616637695314	-7.30255272498312	-0.557092528059108	0.0381172889848483	-0.790446329382783
TGGT1_318220	0.478179633625478	0.482818952495988	0.526049670217502	0.642584160667333	0.628470262171723	0.615977327580613	0.652747487848168	0.312822897535128	-0.277916624816037	0.0021815446080985	-0.739601699766962	-0.25748515212421	-0.395995276675003	0.0157433089334899	-0.713941461263947	-0.927074810448705	-0.780729806507214	0.0003265988120263	-2.72161270628506	-1.17566927576124	-1.48386909932767	9.47E-06	-7.45431952128726
TGGT1_225745	-0.423807869057798	-0.467483331991941	-0.471900638247014	-0.497079016345163	-0.567347197352757	-0.591512773426041	-0.668963631044057	-0.757169375661281	-0.255791232732058	0.0012879373165359	-0.739263590614592	-1.03006824036486	-0.491097372274225	0.0006769227820004	-1.55651390447389	-1.43433107791586	-0.826931239118886	0.0001288908638946	-3.2165788301571	-1.03450657662538	-0.339357338910473	0.186709522496523	-0.247335007841494
TGGT1_275970	0.713520705723202	0.662211042833063	0.654279517684133	0.684227891493735	0.745045822873743	0.686577609768234	0.621805082801462	0.563577939308579	-0.212812650548031	0.0003374850754371	-0.738831346595215	0.526217351140855	0.0151864086391043	0.925574795916367	0.0005100883836666	0.511047565557366	0.16152562699694	0.519424376797115	0.0459504344352666	0.484383861704424	-0.16140590415433	0.404419340530152	-0.0634596499755589
TGGT1_310210	0.564871785935665	0.458609121321312	0.528609291429662	0.542083229551014	0.384912531494871	0.418234188596875	0.422467728223659	0.171971068294396	-0.200588003169375	0.000210333937106	-0.73758027071807	-0.609403997819455	-0.773976654034239	5.52E-05	-3.29571352655684	-0.633520993128971	-0.688642153406412	0.0029657260056289	-1.74079713419475	-0.575617821099265	-0.756666507428841	1.24E-05	-3.71144324279292
TGGT1_299180	-3.68127648715021	-4.50902390768884	-5.93379800895463	-7.5852439128351	-7.22967927567978	-8.00332605317763	-8.6978923774394	-8.20266114850673	-0.327429592088936	0.0056195149438676	-0.736815194018578	-9.2198118249823	-1.27284911296561	1.13E-05	-6.29629848343842	-9.73961946263407	-1.5845382696117	2.02E-05	-7.43757268701908	-8.65604586868733	-0.610560520304192	0.0962483389661307	-0.620699950327032
TGGT1_225420	0.520233717058877	0.482561644929156	0.39453110344759	0.294471655867339	0.200532263777208	0.11172885085424	0.00202517263534148	0.168243111133989	-0.0797123150664442	0.300246005709766	-0.736183420873219	-0.285257677882612	-0.276322303075168	0.0207445976544918	-1.17496703588806	-0.57631137060877	-0.348206181363119	0.0895984021588999	-0.983958000115801	-0.388984335469132	-0.363861968689735	0.424349900486407	-1.11372369472033
TGGT1_225880	0.651653358921813	0.470765685066527	0.408756361624272	0.188287395795447	0.078094561432728	-0.0887405936131279	-0.333429814729677	-0.066366333280488	-0.250867953724693	0.0011759486234058	-0.734945680332536	0.352979471244282	0.334901306734341	0.0527803372253707	0.427845742771939	-0.0467018620866931	0.298665541533425	0.338246976129615	0.140601605391978	0.283577379309176	0.400209380898181	0.0323886362794047	0.596154830336139
TGGT1_247570	0.183518750013079	0.244734451540973	0.323988454959684	0.291655002834125	0.3494545960628	0.388226817626228	0.375310957737623	0.178555547946205	-0.229665126715245	0.0006386808293617	-0.733714882387158	-0.207136198425105	-0.352653347894969	0.0526804226683536	-0.450814671504169	-0.7866352271602	-0.692806562785423	0.018860203448069	-1.19471278984434	-0.154555461120354	-0.403440854089465	0.03662919140294	-0.579410727947601
TGGT1_243520	-0.92198793572073	-1.19224457519077	-1.10838529009361	-1.3289798133396	-1.23475728665556	-1.3817653660191	-1.37232674199666	-1.44714790731404	-0.287297799274333	0.00281192979626	-0.732895400659746	-2.23696025284308	-0.796275920874686	0.0007209979352746	-2.5019514808534	-2.22877662198506	-0.674020169752037	0.0716037672367829	-0.771796317845399	-2.39347205068279	-1.23512401950992	0.0003013649498965	-4.34875712666553
TGGT1_246740	-1.8967770225729	-2.71082301671512	-3.48864532263955	-3.84747061952451	-3.62741370816772	-3.67950258738699	-3.96884118260495	-4.08284243933242	-0.317457623199777	0.0049271530682475	-0.73250297233439	-4.24931052745103	-0.1698760914317	0.432185370722001	-0.0618909458376621	-5.48136251985924	-1.37774213144621	3.24E-07	-8.94137673239549	-5.14436730373353	-0.999317435871632	2.15E-05	-4.66464128759236
TGGT1_297640	-0.056568911640204	-0.0676293944536185	-0.160224096469442	-0.182233239951707	-0.168772508533011	-0.225978283042952	-0.165532986270453	-0.249491589525679	-0.186271497606538	0.0001194089211997	-0.730736235027301	-0.191812046625721	0.046290951959295	0.765137442849159	0.0053818112956716	-0.577538162165193	0.0231947176801956	0.939045487609168	0.0006335259034002	-0.192890494767865	0.190068211711043	0.276161197045381	0.106217214511181
TGGT1_205170	1.41439324777327	1.49375811338877	1.63027494336962	1.80016921669926	1.82761782621254	1.93146504349089	2.0295296798881	1.62848119939756	-0.26411918182097	0.0017246104788898	-0.729842906761542	1.65732560243687	0.297342842884792	0.25745676533432	0.175222856207292	1.70209013732457	0.616617037527	0.0655212291626379	0.729839002470095	1.64203135634353	0.370076310213806	0.274237044695818	0.207936212274547
TGGT1_207650	-1.04923746864311	-1.04780270307771	-1.05750077876954	-1.05759675174419	-1.17491191411395	-1.2105985316354	-1.21524277871697	-1.33328297032479	-0.227521257778747	0.0009903448794583	-0.729412987467908	-1.66101479818605	-0.476600307719814	0.060135884770136	-0.886181839202464	-2.74113729258203	-1.14663381995635	0.000687634131244915	-4.27848233505676	-2.79997434776898	-1.35382413977952	0.000111002894194175	-10.6510171074135
TGGT1_260220	0.544772984285672	0.425117213062783	0.490599780440622	0.441559858233701	0.398211311267464	0.30867020051823	0.217579560319869	0.21053421827337	-0.21527348522367	0.000413997450245	-0.728270702880889	-0.262178676601133	-0.422336211048271	0.0103830156881734	-0.837778412643575	-0.603999079925649	-0.580049284818501	0.0167132195136025	-1.03071270812742	-0.38220808457048	-0.645917713835214	0.0013983127072067	-1.84370474212584
TGGT1_356030	1.32443006319073	1.41340775654678	1.41987706162862	1.45459657286819	1.49231675100124	1.50852493423722	1.54677692551623	1.29187865240429	-0.260777142249367	0.001648378183394	-0.725727959634455	0.645861722115431	-0.369577981330217	0.1395477282839	-0.316091631792091	0.0316356449469129	-0.711752199716035	0.0229155633778216	-1.16718069624402	0.459431778570447	-0.46759168947903	0.16420107905495	-0.366883658595999
TGGT1_247400	0.911046507326212	0.940271272446785	0.976780035134454	1.01764911277714	1.0425173797925	1.07295886739187	1.06383705570649	0.84532174317351	-0.247438098681647	0.00272417556410815	-0.722624472136002	0.653328843995321	-0.154589022743206	0.485583412549942	-0.0485790112440513	0.417748465540877	-0.325292597755649	0.434505545999979	-0.475584616400023	0.522323753503429	-0.377301304571602	0.154533252392001	-0.405598333627465
TGGT1_249698	-0.186111198967685	-0.340310196750762	-0.438983283073315	-0.539785684886083	-0.613039774791297	-0.787589219439959	-0.830760997851771	-0.661456114379993	-0.0885616287331001	0.0583012591434606	-0.722495406227805	-1.16879641891994	-0.198895397136219	0.155706415596624	-0.774421625265297	-1.13035209021596	-0.0251587117944953	0.0308730508453176	-0.406854597739296	-0.926023090832385	-0.0928267501109429	0.700067767541809	-0.0272023699193817
TGGT1_244240	-0.422563888940225	-0.449564210604607	-0.550243468283734	-0.586481149770443	-0.601815770220721	-0.588236761389076	-0.655935095611624	-0.844707601664963	-0.211328923721423	0.00903821702057169	-0.722117712202018	-1.02708128710312	-0.113031693974967	0.586654048315957	-0.0536234596709611	-1.62394337905084	-0.571333929207594	0.0576019704068076	-0.799388725510314	-1.39789325236713	-0.415828335931142	0.309122477315235	-1.10308257216243
TGGT1_216540	-1.4260202932241	-2.52578030199379	-3.0360739364728	-4.06588816849107	-4.18385103046127	-4.19755158897001	-4.29474114128912	-4.27823783655346	-0.247645915101786	0.0012235804611127	-0.721235906407073	-5.42284543348841	-1.00908733037119	8.59E-05	-4.10276496271552	-7.61093514262848	-2.97189389565646	4.98E-15	-42.5065045713298	-6.45163460053911	-1.68917674545735	6.16E-08	-12.1794655323227
TGGT1_272300	1.45737111909348	1.59787994615301	1.59862317906347	1.58697198173529	1.62692151984871	1.64478976730036	1.70157333025183	1.44407569297887	-0.223721365697678	0.0005979046684975	-0.721136303534637	0.861580771511642	-0.54159533222308	0.0014402426684822	-1.53897797563929	0.558542847684952	-0.740583684441468	0.002208181930741	-1.96696445521356	1.14287210251933	-0.4744103363109	0.0257328336369624	-0.754081106421863
TGGT1_203985	-0.66021742453473	-0.698641228163116	-0.612857388796053	-0.591875316491763	-0.528687642866583	-0.689451623747913	-0.705126273179976	-0.765975978940025	-0.269638931306425	0.0021640892461681	-0.718513556213822	-0.824981378868935	0.175861261056445	0.511350017758207	0.0512251714166927	-1.45313801268742	-0.134630281057364	0.678027158710817	-0.0227192516898626	-1.7816275046725	-0.629599378733994	0.109630280822936	-0.604459144009854
TGGT1_212190	1.868243246832	2.05895129723916	2.21184374297917	2.3065642254528	2.37531845308424	2.48630327508769	2.58967740340248	2.18660820473563	-0.261277789706431	0.0017803782311874	-0.718380075484124	2.36762373919437	0.444843954029209	0.0879692701952469	0.469607976990001	1.93996811404544	0.295712706249817	0.361789387260942	0.130570223478379	2.33848054617885	0.503093839642606	0.139525857366309	0.43031895126066
TGGT1_411530	0.534804980969502	0.498393829451497	0.496199054141469	0.579068323304501	0.581657131267955	0.546520588607732	0.534502458021352	0.423499528994981	-0.225486463943006	0.0006557733048514	-0.717778944497258	0.162600657779767	-0.226567314431312	0.235030659024206	-0.142482628990922	0.168088783650211	0.0112020948306956	0.969953732710339	0.0001484163450316	0.510229349998629	0.0001555603628098	0.999361834192857	4.31E-08
TGGT1_295060	-1.30008157303657	-1.28042003572686	-1.21103071621997	-1.32315340124092	-1.20078488261724	-1.25494861750928	-1.34099235701917	-1.3754566763651	-0.270684865793081	0.0022433760778466	-0.717070713735188	-1.64337048007143	-0.490677886635203	0.0014345840089512	-1.39513168454773	-1.63808082685478	-0.452191586404852	0.0609952229562627	-0.549279008753278	-2.82222258644583	-1.48538429955056	2.38E-05	-6.86689990078544
TGGT1_250880	0.314913227927469	0.275212101317768	0.314745967027472	0.393748258461302	0.41633234204308	0.335822888032588	0.384810638148095	0.328760753072103	-0.195149611561442	0.0002122848796191	-0.716800318314773	0.0886705981827071	-0.280406782429412	0.0769147873927332	-0.31237039532821	-0.381002946482936	-0.38551716917664	0.200086456802311	-0.269392576611569	0.14814843017627	-0.100119405186368	0.566689316814832	-0.0246949493400915
TGGT1_206520	1.7076042198482	1.66757369779674	1.61765904240104	1.69657520452187	1.79188174085689	1.76504742232177	1.67413639632343	1.65906622862475	-0.269794079740965	0.002203841400262	-0.716794215950836	1.31117179163849	-0.417421566363753	0.0617988558281508	-0.504670840820639	1.14264228180508	-0.478600294793287	0.163074906365806	-0.376951748016681	1.34338443938105	-0.629404092260419	0.0437426938704168	-0.855419624132931
TGGT1_278205	0.147147234168643	0.118594900161525	0.0822529085140373	0.100197120953168	0.0668265917560286	0.0708046394638657	0.09492943336108	-0.167141426331662	-0.19705901402248	0.0002334931099847	-0.715664331016394	0.447552176777446	0.629835707913686	0.0009849373594116	1.89365861597587	0.0954496337419118	0.38214632521356	0.101431346045865	0.379787645932245	0.151275742654769	0.205843309642071	0.247512710815621	0.124823896199143
TGGT1_221590	1.56972743057236	1.6291171239297	1.72803249307634	1.85500513636713	1.90108062778764	1.94875255593564	2.01331535793007	1.61337881704554	-0.263734158454326	0.0019671233873607	-0.713709045136309	1.12031088747967	-0.329182344932337	0.0455310883317328	-0.44166130840275	0.948028403182557	-0.220878066126597	0.296032159709996	-0.116769642822633	0.95491975072324	-0.642839478025187	0.0256550403453115	-1.02264658989591
TGGT1_267630	-1.91573516904734	-2.08543985498782	-2.08940730777725	-1.95981414609353	-2.05356182280624	-2.18650583547207	-2.18227478615635	-2.27773150186319	-0.225268810463213	0.0006823498345273	-0.713199456642839	-2.23441434962378	0.0857522086645057	0.620081849776404	0.0177979549940315	-3.0840549570539	-0.420033507308369	0.12629203295061	-0.377452209692527	-2.56093788396968	-0.129973753034467	0.582697947507762	-0.0304861901196159
TGGT1_207830	0.0351957203541093	0.241196024090286	0.296905137420518	0.435228875722821	0.554931963919692	0.525933341587484	0.485588513881832	0.359230064055405	-0.196473570931375	0.0002346096388244	-0.713131111914364	-0.407539660594497	-0.757509672488934	2.91E-05	-3.43637911319864	-0.825990719167571	-1.06381620518404	5.33E-06	-5.61021151937506	-0.353719223858592	-0.728095214478725	2.98E-05	-3.29565329956875
TGGT1_318290	1.41711086207223	1.47430970955145	1.46745373832725	1.49695676214171	1.57067418961866	1.56825768040416	1.58542244455573	1.4270558790654	-0.276060274980531	0.0026158965010336	-0.712892379149304	1.1216486207599	-0.375312173656278	0.096871522853654	-0.380492935218355	0.76158659257956	-0.627532178861847	0.0735160607073126	-0.711381630636508	1.0464220906559	-0.697521492725617	0.0281605320491593	-1.08140882448008
TGGT1_362670	-1.23537975709503	-1.65395887063523	-2.5110530933588	-3.02544691619584	-3.35870947583036	-3.8344200050654	-4.14953924697537	-3.49787766682114	-0.337531858860895	0.0077448993797942	-0.712524427848657	-3.05270628784726	0.190744773739575	0.203047833648415	0.132071994103452	-4.01578042707331	-0.964951714629643	0.0001310868577375	-3.74636795208323	-3.54083911909058	-0.209887096889899	0.512311779849677	-0.060964993714591
TGGT1_240790	-0.505472701282002	-0.536469756435214	-0.597887111090397	-0.525451670428534	-0.496971970559194	-0.593757593118908	-0.538377303448001	-0.740799260169489	-0.217159255203878	0.002605786860293	-0.710044261781953	-1.33383125719837	-0.571381707789044	0.0914273718530153	-2.46485637049995	-1.93031922637154	-0.9114013851514	0.0125905384986542	-2.70646717996772	-1.16874482795941	-0.383004254136174	0.471924365424106	-1.01614788372089
TGGT1_228030	-0.128885540580612	-0.230586418078025	-0.219742156284653	-0.158562687387926	-0.0063551354951609	0.0188148635291793	0.0563117764427563	-0.179376254480074	-0.273120805510876	0.0025219772090109	-0.709638547974047	-0.27958449496785	-0.125194133504526	0.586140481346045	-0.0290448240604008	-0.664455185181962	-0.398720649218332	0.25621830457511	-0.235799343701029	-0.197774588246431	-0.310240438205376	0.326470369760534	-0.150825321485995
TGGT1_264880	-4.54367365019384	-5.99996783085958	-7.16835944785683	-7.78116721513533	-8.7817474288541	-9.44700175408095	-8.89775971423207	-9.14226159095822	-0.37020930105485	0.0124368538050573	-0.705355883278662	-8.49065496404055	0.509886077794597	0.0177305169528304	0.892952577437469	-8.25357620816055	0.255510265749385	0.332934243967159	0.12204231507239	-9.03410956799664	-0.0175566677602763	0.953199348330258	-0.0003654642176754
TGGT1_269410	-0.583823928986737	-0.492830598331943	-0.47789814533471	-0.536157550188147	-0.510886472548906	-0.463020538511004	-0.452907341853081	-0.707278579459723	-0.214163527671008	0.0005089131374242	-0.705316811183838	-1.20193595775914	-0.442409242258738	0.0067640170552009	-0.959937497191368	-1.77779220513732	-0.774925047329347	0.0013932431579953	-2.21316507498114	-1.48788871117395	-0.750117248464246	0.0001843038246909	-2.80128709948698
TGGT1_220610	0.604882969897697	0.64993498038059	0.741176217503286	0.814343241639443	0.599165694248034	0.697346644863606	0.720702339257579	0.436282056780894	-0.275401560381429	0.0028217366863732	-0.70213173830333	-0.316080077794398	-0.795747375362474	0.0007465495803473	-2.48825536766071	-0.520802760062235	-0.890470579556288	0.0109749628208091	-1.74496342492035	-0.705845808158644	-1.4447386592631	1.39E-05	-7.01688892581488
TGGT1_298970	-5.30612414273886	-4.77677178570021	-5.39026840032359	-5.28201359148649	-5.83428716549166	-5.91554214539467	-6.51374290218309	-6.50158006333421	-0.424359649852408	0.0222382364287858	-0.701423919609683	-9.05848090895216	-2.38412675257433	1.99E-13	-30.2807317134884	-8.33799873751614	-1.60654276169812	8.67E-06	-8.13189805621817	-8.37334455777315	-1.76332971095221	1.46E-05	-8.5282584694378
TGGT1_236130	1.02405919303347	1.05574862301306	1.07081328291818	1.09912229549476	1.0897530567813	1.06804724223963	1.06486669898182	0.943065289694695	-0.269266829994459	0.0024930305219076	-0.700974907956287	0.282849082552669	-0.710525852075815	0.0016483317411426	-1.97736174144774	-0.308062940103584	-1.19252785723607	0.0010269660188552	-3.56380263211354	0.720426216850125	-0.525991983038679	0.0928699723520623	-0.542889309145661
TGGT1_231440	-3.85315342009302	-4.44848956819753	-4.33989704621299	-4.91271470155834	-5.22845834178514	-5.51946510275281	-5.98174055911343	-6.049058061431	-0.351718047618497	0.0101786104728841	-0.700731912931589	-7.1352139980098	-1.17763977472612	4.90E-08	-8.60798192120885	-8.36835763740488	-2.06686645023615	1.12E-16	-32.9699512391107	-7.51691753515309	-1.78516567431504	2.75E-07	-11.7108000845636
TGGT1_299900	-5.731007555737	-9.60786929781536	-10.2595331455068	-10.0407074590535	-9.84236513671089	-9.76716880857581	-10.1653815079285	-10.2617619515104	-0.317776112342646	0.0063294371026533	-0.698673654631105	-10.7866869286687	-0.332737626804875	0.228725699324635	-0.213180018369341	-10.5043963651127	0.0827402037559755	0.847679437936024	0.0059381280136738	-10.0041831915411	0.0589583788292218	0.877361854429465	0.0033500888770207
TGGT1_299080	-3.56229127179526	-4.88210905184856	-5.09376236260131	-6.19171161585153	-6.25728386972544	-6.35932382816615	-6.07150998127714	-7.23175923354222	-0.386429627727445	0.0155807937919991	-0.698436935818607	-7.4531242793335	-0.451649722708994	0.104571795744358	-0.44288113938413	-8.06470712626353	-0.998467659462243	0.013261459559883	-1.87453184531245	-7.52734898922545	-0.916425425502109	0.0104769438413413	-1.81430733442124
TGGT1_315495	1.45075703564	1.52424498786289	1.47797410622787	1.51447016826087	1.55207393677191	1.53531699273088	1.48800877800486	1.42983497547905	-0.199987828028327	0.0003262305725703	-0.697252631051157	1.22138345416462	-0.215918060766905	0.24269021410346	-0.132778322455383	1.02464747513445	-0.284715241760681	0.214997227758038	-0.190066539650354	1.15928047865155	-0.348935137575659	0.0420391707656272	-0.480255431710404
TGGT1_306980	0.156868104472327	0.0965176746982607	0.107009918494583	0.104596426376098	0.0821420141566676	-0.0121558794273123	-0.0685346980111039	-0.13954462646298	-0.262496482354289	0.0022527040083848	-0.694905853149066	-0.219241308317226	0.21436269670223	0.421840157744253	0.0803543025778483	-0.518695595328042	0.1766235022217	0.590985877545935	0.0403448520705094	-0.253839337693678	0.269814908434072	0.450900508940257	0.0933341773738386
TGGT1_275370	0.511831181988073	0.521404620795427	0.58229514764711	0.546577986168726	0.615180379607274	0.605920134814454	0.651810034133284	0.454685461156724	-0.229059995320058	0.0009304495245131	-0.694351208857624	0.145384028008647	-0.278959990112597	0.127877155143623	-0.249169025359629	-0.634437110886721	-0.827519756999237	0.0083697041008972	-1.71899842962818	0.110494401116417	-0.437287346690791	0.0252651821128631	-0.698556726669415
TGGT1_255510	-4.3344305272234	-4.92454436508558	-5.09051970141244	-5.78809538509877	-5.23259693943758	-5.23002071367025	-5.30785786386177	-5.69215453027781	-0.285731505809468	0.0037536943152465	-0.693053510149484	-5.3369635991162	0.332251678056862	0.17335712170505	0.252862901372941	-6.92763701824436	-0.588996472850273	0.0689223727615846	-0.684201732961678	-6.11829987364795	-0.0245927178057945	0.933498815926007	-0.0007349835858675
TGGT1_228370	0.186009503592561	0.153484202925928	0.154515017419519	0.247680431993	0.189128406475547	0.240525354871635	0.226344945385852	-0.0265045353285495	-0.257924414717811	0.002079539350797	-0.691761754930459	-0.582816338252433	-0.25914761616674	0.317414585401941	-0.129152206272663	-0.983989955850221	-0.397821916910335	0.203367244196937	-0.275180977110756	-0.43655070467005	-0.022955709358625	0.945642017099728	-0.0005572094267575
TGGT1_269280	-0.31412375519334	-0.336542326025403	-0.457853726160164	-0.494370560416875	-0.51464617319233	-0.731237112663376	-0.848617596413624	-0.640847905602728	-0.254812994913008	0.001934756723448	-0.691402862368164	-0.848793861375623	-0.299867181522814	0.164075765156837	-0.23538241192616	-1.41532285200568	-0.408407244950633	0.0908333562945792	-0.425460141752514	-1.13205882043933	-0.491599505404702	0.0263554725718778	-0.776299129844999
TGGT1_202490	-0.31425408700457	-0.395592149770625	-0.51927307087512	-0.588535278290434	-0.613532583923583	-0.728635202904434	-0.782692415114784	-0.801665079203262	-0.254148665790331	0.00346184121570805	-0.69092464336914	-0.203457428740349	0.675424579819521	0.0020001924335923	1.95464527024503	-0.457492073650154	0.614891732726813	0.14002385799919	1.08674234931559	-0.778710690516492	0.0987935279626925	0.324821978779643	0.159953828800154
TGGT1_273980	0.628586528613649	0.737583997269976	0.741876847388974	0.817093980955321	0.812958629945548	0.85393878796456	0.797328058754015	0.707152885072245	-0.21475686935903	0.0006082270553502	-0.690643974888049	1.32043367319171	0.539765618444765	0.0027618546650768	1.38115182116468	0.744944746927903	0.330150364520178	0.355024761768337	0.148482272401043	1.32076016349797	0.644601429829461	0.0014005075072577	1.83950848495926
TGGT1_261250	-1.77013406511716	-1.84310946403619	-1.88263453236422	-1.9749721703914	-2.11160118697381	-2.01285721441606	-2.23220300811062	-2.07742309679143	-0.292488279725895	0.0043780597814265	-0.689897461590932	-3.39416661927246	-1.47695012248318	1.39E-07	-10.1267481240599	-4.62174721120122	-2.31009508281255	7.00E-08	-16.528477836781	-4.07842041512162	-2.01295463015976	6.27E-08	-14.4981119411503
TGGT1_227660	1.08837752124561	1.11504257042437	1.18183908802632	1.19536225245929	1.26376843746887	1.25576198863354	1.23563404854561	1.10218409610209	-0.217076649421196	0.0006652417723055	-0.689656962696457	0.832813368099712	-0.290105982179427	0.182901628075397	-0.214035096109753	0.592725459601565	-0.406821719706067	0.144667527758871	-0.341579289361208	0.952546595519037	-0.227839876724618	0.272096474083918	-0.128792661570188
TGGT1_310118	-7.9965852064197	-10.0775711797968	-9.69756488276849	-9.78249889630696	-9.06537833934126	-9.63185654884955	-9.77981965302065	-10.0118218725684	-0.204548133038263	0.0004393317466062	-0.686710508549916	-9.75397331932728	0.386505116963481	0.0402405273518437	0.539304633937897	-9.63552754497989	0.464714108092354	0.0383813439687168	0.65797932864343	-10.1160307211729	0.448746718156737	0.0077752215312461	0.94653572131674
TGGT1_264710	-1.58807568618302	-1.51427937263339	-1.52055826783538	-1.62344019704417	-1.48824298471292	-1.47713537148868	-1.38367281399412	-1.72183456944823	-0.240800335540332	0.0014220428280037	-0.685579582849613	-2.23511090428612	-0.486846335914127	0.0158220404809385	-0.876682458040225	-2.87521220470732	-0.819926620259187	0.0056539107094843	-1.84290893261752	-3.04656869498504	-1.23212090055954	8.20E-05	-5.03497629290924
TGGT1_203570	1.65113331394647	1.8126882686401	1.85410824930504	1.93109425471185	2.00117213999951	2.02434909949379	2.00933478695265	1.91946395204661	-0.194126461057124	0.000300596357545	-0.68371655743522	1.07497053544351	-0.852049231874823	2.13E-06	-4.83266969209858	0.815288440377118	-0.976679019052907	2.25E-05	-4.53909514596501	1.42304590483903	-0.595834543951456	0.000423366894534	-2.00991860045408
TGGT1_214250	-6.61191932178355	-8.89043113996888	-10.1114257818245	-10.3411033523051	-9.7154523314313	-10.1555943441943	-10.3923430935608	-9.58509090118544	-0.369503235769726	0.0141317104807742	-0.683509032300972	-9.5991673245569	-0.196829155884311	0.312709731061168	-0.099370892856258	-9.66551778762019	-0.703575760412464	0.0091845012909834	-1.43314471954566	-9.84143225285659	0.120988291644765	0.689084737100704	0.0195671181353109
TGGT1_311400	-7.02062961596877	-9.17074682534507	-9.80672781606573	-9.27299104906357	-9.20786655747609	-10.4408635185187	-10.1379870137039	-9.67267065249391	-0.320694868656143	0.0075651849683766	-0.680251685498816	-10.3219393995933	-0.327519789951277	0.062073090899213	-0.395348034248255	-10.2306302992103	0.0816357462197368	0.73057497214193	0.011129826589927	-9.96031978186193	-0.301179246562338	0.300968575982436	-0.157058606106687
TGGT1_284180	-0.0167392079062885	0.085996561948663	0.202025184071866	0.350233001533075	0.451799556480148	0.552792391801163	0.654098493872172	0.189333443339041	-0.308395261438152	0.0062694577259949	-0.67932383671678	0.54823209033073	0.601989596901992	0.0866925520267741	0.639323915490465	0.558782157974222	0.876964395469231	0.0456342664586265	1.17575399286097	-0.124078842339427	0.0193005736448437	0.967425082462139	0.0002775935274366
TGGT1_313100	-7.63908877412102	-8.70042311407966	-8.66272453211168	-8.29709039715542	-8.83292224346166	-8.8503854712568	-9.76145271315719	-9.258204446329	-0.342629266941802	0.0104886164952491	-0.6781598700807	-10.2393671014926	-0.644970865880444	0.0351931160919842	-0.937492421555032	-10.1984405318196	-0.407677796974475	0.24163961533461	-0.251468655539086	-9.80441819975213	-0.109641608939872	0.775267970467707	-0.012120677926492
TGGT1_248960	0.358252639201175	0.276695806637951	0.053379292628625	-0.0017266553105764	-0.0991293243023925	-0.271432230563727	-0.406568659928852	-0.4444743483927	-0.299745405414115	0.0055139810057529	-0.676985409562779	-0.962832926969274	-0.351804313720529	0.074478484771257	-0.396824418851952	-1.91739843144892	-1.01907430341513	7.22E-05	-4.22026742400215	-0.80149575740098	-0.372405586091316	0.288485442562763	-0.201052874375876
