gene	P4	P5	P6	P7	P8	P9	P10	PE Fitness	PE vs. Cell Culture Differential Fitness	PE p-value	PE Composite Score	Liver Fitness	Liver vs. Cell Culture Differential Fitness	Liver p-value	Liver Composite Score	Spleen Fitness	Spleen vs. Cell Culture Differential Fitness	Spleen p-value	Spleen Composite Score	Lung Fitness	Lung vs. Cell Culture Differential Fitness	Lung p-value	Lung Composite Score
TGGT1_222170	-0.247939880711573	-0.796533032813991	-1.17840129842602	-2.17741430243908	-2.55258652729533	-2.8133593777108	-3.30061556947063	-8.15948090632593	-5.90356427269766	4.71E-63	-367.953281014365	-7.40044702382633	-4.76495166750343	5.25E-40	-187.167537503333	-9.25017494226363	-6.33107810554487	9.53E-35	-215.388647639807	-8.65151977203838	-5.87787866146381	1.20E-51	-299.30673973067
TGGT1_265420	-2.21275848734053	-2.71454840451777	-3.33924816978811	-4.06251784037506	-4.17212172439871	-4.50462307505079	-4.81228010888411	-8.66554095710798	-4.19113604414321	1.64E-87	-363.729526992347	-9.39706706808916	-4.36314674941229	1.03E-32	-139.566519483479	-8.92013035689217	-3.70318647220521	4.85E-17	-60.415422492625	-9.63076632594323	-4.30073701496397	1.29E-27	-115.645809311053
TGGT1_212110	-0.0565664110808046	-0.14996148954119	-0.167927204656178	-0.121695485121238	-0.038390503919519	-0.190606027696343	-0.0997883814110489	-3.86582022932381	-3.84808546984269	6.48E-94	-358.597517687752	-5.27007330924301	-4.93915197196158	6.59E-53	-257.729688492927	-5.7540568383594	-5.27123360462777	1.54E-44	-230.940846179313	-5.82298496781648	-5.44315710617919	1.43E-56	-303.977053254521
TGGT1_269450	-1.82548661438942	-2.15388133895683	-2.59533390246964	-3.00722377159511	-2.97099655495372	-3.59836535554122	-3.94355303255787	-7.52189806885193	-4.31894865481439	2.81E-81	-347.894306451349	-7.91621527005475	-4.42134346362554	2.76E-41	-179.325201359941	-9.06324724606832	-5.49741702559659	7.30E-57	-308.607924273096	-8.68325949784964	-5.01929500552205	2.49E-57	-284.113889537711
TGGT1_204530	0.180681127204052	-0.086187000091921	-0.483149425130501	-0.703117077111333	-1.02367952095308	-1.45126164453455	-1.68729532170987	-6.28314873482124	-5.1646578065772	1.02E-65	-335.659841635928	-6.54022432864978	-5.28102134408607	4.23E-51	-266.024037155867	-8.09053436882406	-6.43855034205509	2.60E-40	-254.868174316128	-7.14145721648466	-5.87092323862904	4.88E-44	-254.277916692747
TGGT1_257340	-1.40976272716639	-1.44714219761669	-1.69612371598288	-1.95565733977951	-2.19166395690932	-2.2401762989864	-2.1907900002968	-7.28505533632988	-4.87523255210126	6.36E-69	-332.474533720402	-8.68706809318055	-6.00837802676768	8.10E-52	-306.976116781423	-7.2983292567432	-4.5846394445626	2.64E-33	-149.361589376544	-7.05216029296054	-4.22112700945308	1.88E-40	-167.686456986982
TGGT1_307020	-1.24587080163953	-1.49977216984642	-1.75737735331081	-1.87035126840728	-2.10556334938769	-2.04796579143308	-2.04854552143858	-6.78740686743929	-4.58683328898919	5.98E-72	-326.690007408044	-8.36216577638193	-5.61537034630625	1.22E-63	-353.29259958354	-7.93677806348498	-5.06162140729977	7.54E-47	-233.456601670018	-8.5327329635535	-5.61868179063807	4.42E-53	-294.162225579534
TGGT1_232670	1.1095622877776	1.05412984674328	1.06057257394708	1.23411715521373	1.41791876154788	1.51417186020978	1.55426257888428	-2.31839449417957	-3.90528862657732	9.47E-80	-308.610592544667	-2.71858260420799	-4.08544297157551	3.75E-35	-140.643700272242	-2.81507867359064	-4.20433286333417	5.76E-18	-72.4823336799428	-3.36167937686901	-4.94759350855411	1.89E-25	-122.327533980127
TGGT1_313930	0.900718114439185	0.974192503994804	1.11471133190947	1.15605810051712	1.18031617044309	1.17366393417132	1.25240882011902	-2.66213875294926	-3.88818060495519	7.01E-78	-299.989384394631	-2.10502992716963	-2.80739190936756	3.07E-19	-51.9738142823485	-3.17387405154107	-3.59894857694274	5.12E-19	-65.827874794697	-2.8690383235387	-3.47230866800726	6.37E-14	-45.8208481363834
TGGT1_220930	-2.88095195351189	-3.27188242735943	-4.07563118925703	-4.74362118433869	-5.21269235157971	-6.09498681458809	-6.83110919097903	-9.67331945290561	-4.20414328913533	2.47E-66	-275.819523500766	-10.1975620073097	-4.31878221831158	4.60E-65	-277.860497173179	-10.4921737002513	-4.30894738463284	1.07E-48	-206.701887778231	-9.90639847298191	-4.2956411755956	5.49E-33	-138.580875666617
TGGT1_208400B	-0.614945293266803	-0.995852167249897	-1.40581361195558	-1.68827307689724	-1.83619216579202	-2.1636797130709	-2.25021590588227	-6.14780788082843	-4.3710096998341	3.98E-63	-272.753583848213	-8.0046266212276	-5.9267696696031	4.17E-49	-286.733847046294	-8.59117184888632	-6.37734265353461	5.11E-35	-218.690909082599	-8.87055923556937	-7.09001122511328	2.71E-48	-337.254543907988
TGGT1_231210	-0.354581241134117	-0.457477491380903	-0.327633755472473	-0.24169760446237	-0.200425766916426	-0.199117677408359	-0.19343587163439	-3.25549092131744	-3.13034459297459	1.60E-85	-265.444116540888	-4.33380858786041	-4.21907466284542	2.00E-43	-180.146873219884	-4.19602280428362	-3.93342900559827	1.40E-39	-152.830848577125	-5.00144739218218	-4.70483836814883	3.03E-30	-138.880921260836
TGGT1_316250	0.518775458645307	0.331047998482945	0.268908728954871	0.120332925736164	-0.00471373695463735	-0.158203946461305	-0.324316164000924	-3.25444967543409	-3.3432813216065	8.20E-55	-262.366885631016	-3.80814015148821	-3.57915950450021	1.37E-22	-139.236813338447	-4.03208367980558	-3.64146972889108	7.59E-19	-92.0411399455842	-3.97558241094066	-3.77993816337517	1.21E-14	-100.133552441936
TGGT1_222660	-4.3739753081262	-5.26005509071387	-5.63968620990518	-6.62686224304642	-6.14826519220548	-6.94360971538963	-7.83046237649233	-9.90514935410266	-3.73102337404538	2.24E-68	-252.402878537925	-10.7485180235247	-4.16276325434854	5.23E-34	-138.544637585199	-10.406280017777	-3.69554156890416	3.43E-15	-53.4535081300074	-10.1949637129666	-3.95346433308823	1.73E-19	-74.1782049523327
TGGT1_262680	-0.66047125015734	-1.07989961469885	-1.43300509454742	-1.8706728132495	-2.09725560969985	-2.26300716371738	-2.49404242926074	-5.12988564984655	-2.96687632797586	1.34E-82	-242.903145727079	-7.23894600634902	-4.83880124952116	5.23E-52	-248.142836834977	-7.47712497500756	-4.70265310842047	1.69E-27	-125.90347032664	-7.60460428227884	-5.11925738207072	4.33E-41	-206.630060319588
TGGT1_255210	-1.59961316725146	-2.09424049995024	-3.11169258019488	-3.46597280671185	-3.94085583871341	-4.18949895338942	-5.16435168955913	-6.55408025873466	-4.71582039492759	1.62E-51	-239.523269364386	-7.66515705572291	-3.05963139390927	5.03E-12	-34.5692793082613	-7.71082688827659	-2.7249215426532	9.30E-08	-19.159834315048	-8.4327379200766	-3.99807106466818	9.05E-11	-40.1532923815734
TGGT1_297510	-0.910994025986476	-1.83068092513739	-2.75395461537498	-3.58857126808228	-4.38347125009707	-5.48940519184628	-6.08554875122809	-8.19273159456088	-3.70982248911676	6.66E-64	-234.372942040586	-8.81058083044593	-4.13337299207846	4.40E-40	-162.676796406776	-9.94017887818578	-4.767308729766	1.23E-36	-171.193225140573	-9.74206586783877	-4.73817419141402	5.32E-40	-186.08608912354
TGGT1_235130	-0.483906795988513	-0.568678937643521	-0.590160286452697	-0.784261287725823	-0.841543750504969	-1.02473227227623	-1.14480433203197	-3.14466137122831	-2.40634093436143	8.12E-96	-228.819501128496	-4.1303831792797	-3.30782133113315	4.25E-43	-140.158814954722	-4.77616674483012	-3.59096611480262	4.70E-15	-51.4501964262954	-5.20284064179761	-4.12563304395242	4.28E-45	-183.049628372575
TGGT1_247760	0.509795385321964	0.578181738940271	0.655057724049289	0.803262820406031	0.813917375668393	0.837669696469628	0.762038107343301	-1.3495536100622	-2.27242542934974	2.69E-101	-228.537111532663	-1.828871740075	-2.61053471323867	2.49E-40	-103.388657494623	-3.01904003656817	-3.43482616954889	1.94E-24	-81.4489252027165	-2.19549895387003	-2.91691624100128	1.06E-27	-78.6817576577573
TGGT1_257510	-1.19345478158766	-1.80947888917899	-2.34181152921409	-3.36401641218519	-3.79042616654477	-5.26695466131437	-6.00938747404861	-8.10752194026469	-4.35203337601649	1.64E-52	-225.374600702971	-7.25082889634607	-3.25443020216536	7.64E-23	-71.9771985714509	-8.60789534871127	-4.04225181485847	5.06E-21	-82.0410813889942	-7.74547624685592	-3.45538207218922	8.19E-28	-93.5940950763028
TGGT1_215030	-1.6420464771021	-2.04181351495333	-2.34532193465173	-2.5657225563264	-2.71200629008027	-3.07263853084272	-3.42516584068132	-6.51058538370005	-3.89592016253924	5.99E-55	-211.247309328457	-7.73251362709478	-5.15703407524766	1.03E-51	-262.941133143802	-7.91307689176738	-5.28754045697921	5.12E-50	-260.625889992533	-7.42377307365223	-4.55602772105082	4.55E-28	-124.570118981308
TGGT1_295330	-1.69456893432915	-2.2857583235071	-2.70122870713658	-2.99807017674771	-3.30203874966496	-3.63543751115068	-3.90701591881462	-6.59169062660248	-3.44323442474929	5.07E-61	-207.61101569334	-5.96291754801324	-2.75117077381442	2.30E-31	-84.2892757924788	-7.09106200182666	-3.84084923460012	6.32E-31	-115.99086340062	-7.95454287309278	-4.48907910748226	3.04E-32	-141.484756967442
TGGT1_305770	0.13938392920888	0.107708627726298	0.124045663224153	0.099518772603073	0.0488291408425448	0.0949690430588683	0.0449894721265963	-4.81771686331514	-4.83782858372296	2.06E-43	-206.503710464912	-6.41014523452614	-5.89996354414757	2.70E-33	-192.149234714278	-7.92155377231355	-7.15487804459092	6.91E-37	-258.725157225178	-6.27270830746601	-5.71478437712867	6.49E-27	-149.655984999163
TGGT1_224270	-3.73897908039376	-3.97164566237811	-4.66725629130449	-4.85812144229765	-3.59095287580057	-4.29759579573884	-4.18622225777474	-7.05441252873327	-3.49004513497612	3.67E-58	-200.451509342733	-7.701637622093	-3.79371552374256	2.58E-36	-135.01181275556	-8.27395163590653	-4.14504002029836	1.30E-22	-90.712051104783	-7.77675054635831	-4.18085707575544	3.51E-25	-102.243226473582
TGGT1_315780	-0.361271463444587	-0.779423496898342	-1.24768634404964	-1.95110470028007	-2.65277935683067	-3.15246457559551	-3.45355139775384	-6.55743421014179	-3.83143789795799	2.29E-52	-197.85320225166	-8.0307240941418	-4.60177650471361	6.61E-55	-249.324431647276	-9.33362717845555	-5.79608836366741	6.06E-71	-406.985498027944	-9.49420254457785	-6.47745199742616	6.27E-57	-364.051188122305
TGGT1_240980	0.511460950283845	0.666387047900651	0.781909647872204	0.948966585740219	0.982946107708619	1.07415568808308	1.20224843201739	-1.27364240777053	-2.29040194929646	1.97E-86	-196.30262126594	-2.62463778259433	-3.4413349757305	7.12E-43	-145.044556214285	-2.072611913411	-2.7703850326623	2.32E-24	-65.4789932174307	-1.53898386340045	-2.40005022486118	1.62E-30	-71.5016903571118
TGGT1_312490	-1.06633454384455	-1.11389249423797	-0.979427456969908	-0.96906665640262	-0.849221957372646	-0.843300047672852	-0.781314368316461	-3.32174928027391	-2.62849194782976	1.34E-74	-194.173019317009	-4.41943852008584	-3.25676016227866	3.91E-25	-79.4917935229522	-5.48847013012408	-4.07464589326782	3.56E-31	-124.065435607024	-5.74099863087905	-4.63050973685788	3.20E-40	-182.878779110889
TGGT1_233460	-1.10320703076608	-1.72494111492884	-2.29273235724873	-3.38985006827247	-3.94343343805834	-4.57451788579498	-5.43009434842742	-7.91573325336372	-3.96365246105579	3.70E-41	-178.237463860752	-9.32846816968929	-5.03629526937465	4.36E-46	-293.26486906353	-8.90225839935813	-4.28610906639203	7.27E-21	-123.779061127855	-9.88450929114992	-5.38389076736218	3.92E-61	-325.32763064414
TGGT1_211850	0.290540541657597	-0.0756011280818882	-0.543479858081513	-1.01834716255458	-1.32442710493798	-1.8078103539106	-2.46148408389915	-5.0609727565141	-3.7854763188507	3.85E-45	-168.131926371822	-6.37356595097765	-4.5002934208835	2.03E-56	-250.631708227871	-8.39803193139058	-6.23335420865561	1.59E-73	-453.78535050794	-7.99323713658629	-6.29158117638441	2.40E-52	-324.774589324769
TGGT1_204130	-0.378042566649145	-0.688903791193834	-1.03747366459198	-1.38593368053097	-1.6235728411423	-2.03550994198013	-2.08839349696394	-4.65861898556439	-3.10950535199627	7.27E-37	-167.105178439913	-5.89460461710462	-3.968594844113	8.00E-20	-140.739307762645	-7.30144736337248	-5.12351644331917	4.13E-24	-155.064894632913	-7.85056608149625	-5.7985191914762	2.57E-38	-233.320780312744
TGGT1_253570	0.070063108903446	0.0107830374646917	-0.0141861862031484	-0.0609246343784771	-0.157388404288153	-0.151076728645895	-0.302130312624712	-2.3113020090808	-2.17550541594095	3.25E-76	-164.226148607748	-2.8870640783116	-2.57811883785668	1.14E-30	-77.1927819521168	-3.4914496612205	-2.91954214455012	4.05E-21	-59.5369374565586	-3.75069545367976	-3.4452010647691	3.59E-34	-115.223593867377
TGGT1_210408	-1.69607920119174	-2.64288381658598	-3.93030188660058	-4.90568487235536	-6.0752692661749	-7.09006315980848	-7.70528077014647	-8.87995031329125	-2.73620577044488	1.40E-60	-163.773376994737	-6.15353834511551	-0.594236850929119	0.0021856039197995	-1.58092467720079	-8.13205593501044	-2.49452508875119	3.69E-21	-50.9696586174287	-9.02242392548157	-2.59745217717941	1.01E-16	-41.5472153339832
TGGT1_215890	0.157932204235865	0.137129223314902	0.0391647577577416	-0.0881678173079397	-0.206586917253987	-0.263498213293085	-0.428417080983138	-2.27542490510159	-2.25537291868748	1.86E-72	-161.780235490697	-1.82545094005807	-1.44504001939549	8.21E-13	-17.4640028433807	-3.49754199759926	-2.97261911383043	5.56E-17	-48.3185473607673	-3.07820977926004	-2.83019587651795	6.26E-20	-54.349427539117
TGGT1_305640	-4.14332397242059	-4.53246188093595	-3.74284532497852	-4.24678181452625	-3.94422811612194	-3.77389242545586	-3.88722638789328	-7.49844052802471	-3.46702863465469	4.63E-46	-157.177191416416	-9.38294008871541	-4.79173700236127	5.45E-36	-168.975265589364	-8.59877437931694	-3.72651448321537	4.77E-19	-68.2763472421238	-8.50479389361779	-4.17939465174277	7.72E-15	-58.9822588390492
