	ERR3470491	ERR3470495	ERR3470496	ERR3470497	ERR3470499	ERR3470501	ERR3470502	ERR3470503	ERR3470492	ERR3470493	ERR3470494	ERR3470484	ERR3470486	ERR3470487	ERR3470488	ERR3470490	ERR3470504	ERR3470505	ERR3470506	ERR3470507	ERR3470508	ERR3470510	ERR3470511	ERR3470512	ERR3470514	ERR3470515	ERR3470516	ERR3470517	ERR3470519	ERR3470520	ERR3470521	ERR3470522	ERR3470523	ERR3470524	ERR3470526	ERR3470527	ERR3470528	ERR3470529	ERR3470530	ERR3470531	ERR3470532	ERR3470535	ERR3470536
P1_I11_M1	0.0359682095280973	0.235377136957557	0.00399935984535238	0.0728347959292237	-0.104353961109162	-0.188232478147239	0.130119339420507	-0.166532200567336	-0.0205338363543593	0.0772824844813536	0.0457814466765793	0.0928625801016516	-0.203451998564959	0.0439083764106273	-0.0293990261866779	-0.261014010015581	-0.0916193130249555	-0.143612288948342	-0.12489163287851	-0.0405067550315269	0.189195509647917	0.0645531741580296	0.101056757375648	-0.215446514202889	0.219614362156311	-0.221006019602649	-0.144081970802057	0.102055941282297	0.242122128167073	-0.173417707265529	0.333387674658307	0.164444166153994	0.182453261485066	-0.0895220176654899	-0.103322174050109	0.167703181265809	0.212047071277222	-0.0825089770268338	-0.162778991400922	-0.0706632419913241	0.158972404925948	-0.154249639005495	-0.0845946080626199
P1_I11_M10	-0.000945793780380592	-0.112437539351079	0.039388978467873	-0.0761238427651297	-0.0174800190763615	0.168595292974155	-0.140543943852132	0.0209056411425922	0.050938543173917	-0.00131963399832534	-0.180652623324062	-0.163158780955601	0.315213517331339	0.0563949377312365	0.107683196325148	0.330417824922312	0.0682510585615932	0.0643163215932961	0.16486451048045	-0.0722129429373929	-0.178356286258578	-0.0858780941152304	-0.0216916662976984	0.219816091236555	-0.178633233669076	0.337332388392917	0.140183052322151	-0.244939507896904	-0.169125276675657	0.205377054993353	-0.156969234700102	-0.0893016558758137	-0.220018653303959	0.0413085694000774	0.0988890134834397	-0.0882436732073823	-0.230681611652414	-0.0142532967358577	-0.0797633813386852	-0.064494384934095	-0.09857962774008	0.211412932774995	0.0445157791345965
P1_I11_M11	-0.12326039455916	-0.108036605434842	-0.103338696462032	0.0686392582255612	-0.0808584866602646	-0.125760883985978	-0.122271200171531	0.208185367916827	-0.131338905746769	-0.0936753820661301	-0.0772590739281486	-0.128295600659401	-0.0328087407834206	-0.0571638028340566	-0.103859015003978	-0.179466805555299	-0.0155536930086055	-0.135867422958718	0.0793202398279281	0.168302409592255	-0.116064675342082	-0.0136550439463608	-0.0432167990175526	-0.0629275712473222	-0.102520821788409	0.0266269450131219	0.345274006363545	-0.120482702613183	-0.0924506374429033	0.116488531101625	0.068700663492847	0.201566926904378	-0.101235694199403	0.192974348106946	-0.118012257037035	0.206808707263122	-0.0437119740427155	0.242609948443754	-0.0829981725600451	-0.0648209942012004	0.00742460706158148	0.0894307181433372	0.558559375799717
P1_I11_M12	-0.0402290781364063	-0.2109238111064	0.290635545449535	0.18412195823172	-0.00515268786499403	0.0467828168979996	-0.010432689639921	-0.0118862863673525	0.0914012190494156	-0.0729756639176837	-0.122027401363273	-0.00128625626393507	-0.0763132633401235	0.0853597593550043	0.0413249021158826	0.0990095339483142	0.00260559326885125	0.18951839647132	0.391177630369737	0.158297822346972	-0.230998531172016	0.0790649574963984	-0.164409166146082	-0.0655405520766413	-0.231496587364852	0.055688779559549	0.16620110832807	-0.298815499528397	-0.149116274979289	0.11537228135668	-0.112535465251594	-0.07880710274547	-0.118508794714739	0.0539904785202451	0.251647641326675	-0.0771218895294935	-0.265116931107483	0.0779330428093442	-0.0203992107141776	0.13318377929037	-0.219326027878593	-0.0532364992943659	0.123338424311196
P1_I11_M13	-0.0452397975743212	-0.0847677053097406	-0.0491260267230076	-0.0830223047060868	0.0674032560894645	0.437700691679971	-0.0856311444639474	-0.0125576229884138	0.00452623535228235	-0.0692705986630495	-0.10068459253977	-0.0823754955431886	-0.021251155741827	-0.08593431642486	0.487512904877607	0.385422113195996	0.0355060297614643	0.501326556683479	-0.0351659466755253	-0.103725588340017	-0.0695455488275215	-0.0571661163800786	-0.100484755908849	-0.0237762349122177	-0.0686821893136448	-0.0334611444508823	0.0236205783797925	-0.108550960764895	-4.83616289383652e-05	-0.00197639028765011	-0.0449109947968848	-0.0788591069666703	-0.0875968456115277	0.039829449903756	-0.0293044843211867	-0.0750238167595364	-0.0906692181429114	-0.0868523744810019	0.00777293106712731	0.0124194114913584	-0.105089673637	0.0141902755475096	-0.0964799211446561
P1_I11_M3	0.270747120983406	0.105735082868732	0.193227932103697	0.0788318941112403	-0.077588723327535	-0.0228802158199013	-0.0163297593084065	-0.094737356999514	0.172099983969715	0.113463042459385	-0.257461876371939	-0.201346954527451	0.221132539874881	0.343866244261896	0.141548773257704	-0.246761246166003	0.0875275760583633	-0.0507630591004469	0.140757564017306	-0.0665868017973201	0.0357494055615696	-0.0666005214119488	0.249286008394163	0.0888683323759936	-0.0257064377147345	-0.00310031740535059	0.140593621384252	-0.21162687128949	-0.0885658696716092	-0.0110199862408791	0.0150044419109808	-0.0697750319232178	-0.212403545103636	-0.00266602446399621	-0.102733333693252	-0.0661287497945958	-0.131418757736455	-0.0346646254569777	-0.341483576839485	-0.228349243772767	0.0540629588558598	0.0433183193494084	0.134878044138356
P1_I11_M5	0.120397899741205	0.037511025966358	0.0831508962217768	-0.0229175682377696	-0.0582577598305321	0.00903015845601813	-0.118441524254033	0.00223029900788399	0.0908625771257428	0.103918973181763	-0.169260816146164	-0.160412006240345	0.252209986280504	0.217160531105755	0.130777587009106	-0.158957899451354	0.0803969238987171	0.0425998984529553	0.180663566842845	0.0265939027017974	-0.210772715448758	-0.0318047888668262	0.163822790691611	0.105753910476623	-0.228481959685022	0.101779087450454	0.228652037818768	-0.322581580529227	-0.201795836070853	0.14067672274042	-0.146415539483933	-0.169623959517012	-0.28164089320405	0.158406034305986	0.10978922092096	-0.169270789348002	-0.283162428230307	0.0678679504807555	-0.0624375921180788	0.00190515029289298	0.0943219900334496	0.0730728701861478	0.172683665271772
P1_I11_M6	-0.0417429640111445	-0.0271508900927974	-0.0204513227249382	-0.0426744370220005	0.0376088221872598	0.0397578132767816	-0.055441721353558	-0.0174231667905137	0.00105305624310893	-0.063177829146076	-0.0423720697550915	-0.0511653243725899	-0.0697766019533425	-0.0442113928601893	0.844944920957947	0.051512974300858	0.0314667183998159	0.360790916901274	-0.0341914482208453	-0.0672619376365537	-0.0526094306779775	-0.0422916888971213	-0.0615300118263358	-0.0797676755193521	-0.0561059559803286	-0.0804905220979912	-0.0477146479278819	-0.0783379573217293	0.204099466544666	0.0360587840258928	0.0314722698533725	-0.0541540799233131	-0.0675510668383547	-0.0702140151441515	-0.00740407761771179	-0.0480675509871511	-0.0524130254025978	-0.068377355713943	-0.0175979575217025	-0.0471188556644772	-0.0873226298606911	0.0503276522389256	-0.0929837840674504
P1_I11_M7	0.0708590547679857	-0.135593664906839	0.256938812609238	0.282191251539195	-0.0360325716524157	-0.107364775876534	0.0639621609750375	-0.059800054376265	0.111055798351048	0.0276197160668147	-0.00450249495186612	0.0373019818466882	-0.173208978884474	0.218789076728705	0.0698329532811265	-0.332652270571175	-0.00828717879924835	0.013930741230672	0.252659720601932	0.253555441168286	-0.128447097684257	0.146613658448425	-0.0694195190532809	-0.18819851869428	-0.155855580488142	-0.173279211014306	0.133693766634807	-0.284805905408922	-0.0323699722866522	0.0225213537618652	0.075385842246444	-0.0244937299315766	-0.0849081692591193	0.106771563778674	0.180354671727785	-0.0107189106860651	-0.227583823063392	0.0962222021902269	-0.084002756399599	0.0835819755446094	-0.162719571962706	-0.211982160116725	0.192385172568276
P1_I11_M8	-0.0812875299386136	-0.0830541249435812	-0.0478251187425907	-0.0559775245630792	-0.057496566790672	-0.0594629012589201	-0.0526117117478601	-0.0744796357876782	-0.0833694642235391	-0.0831673661658973	0.0269192377364729	0.278633590017548	-0.0941987404536781	-0.0772751037303919	-0.046915203460841	-0.0988343427227119	-0.0734337819507104	-0.0926127904784569	-0.074047858551051	-0.0763986899379645	0.565185364564769	-0.0259766152464398	-0.0792834050462208	-0.101416743626205	0.487237524310539	-0.0973768736659304	-0.0676213497972943	0.218549046404532	0.0654962178180113	-0.0807055337883307	0.096823057107239	0.195450182381329	0.013455021444963	-0.0786231019433119	-0.0937641538209416	0.20559872154069	0.191110237324554	-0.0751249942418105	-0.0992608463030048	-0.0839858492471801	-0.0776190647016837	-0.0021224509693076	-0.0691287628047497
